CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
467,23,Male,UK,71104,10,9,20,High,Bronze,100
468,62,Female,France,87944,9,7,11,High,Bronze,100
469,49,Male,Canada,116788,4,2,12,High,Silver,83.16
470,69,Female,USA,60597,3,1,11,High,Gold,53.28
471,47,Male,France,81573,10,9,4,Medium,Bronze,100
472,64,Female,UK,45335,3,3,12,High,Gold,66.13
473,52,Male,USA,96915,9,10,9,High,Silver,100
474,57,Female,France,88126,7,9,15,Medium,Silver,100
475,69,Female,Germany,86870,2,6,7,Low,Silver,89.02
476,33,Female,France,74495,3,2,1,High,Silver,42.66
477,30,Male,USA,71957,1,5,20,Medium,Silver,62.42
478,67,Male,Canada,61892,5,6,13,Low,Silver,73.64
479,59,Female,Canada,69653,5,7,5,High,Gold,100
480,47,Female,France,37948,9,4,9,High,Silver,79.28
481,36,Male,France,100940,10,2,3,Medium,Bronze,100
482,34,Male,UK,117393,3,9,15,Low,Bronze,100
483,36,Male,Germany,39864,6,10,9,High,Bronze,85.61
484,45,Male,UK,93170,9,4,6,Medium,Gold,97.55
485,43,Male,UK,112109,3,7,14,Medium,Silver,100
486,54,Female,Canada,74765,7,1,20,Low,Bronze,81.49
487,43,Female,Canada,110706,2,3,14,Medium,Silver,65.65
488,40,Female,USA,109984,6,8,15,Medium,Silver,100
489,26,Female,UK,65517,7,8,17,High,Bronze,100
490,29,Male,USA,32493,8,4,20,Low,Gold,95.16
491,18,Male,France,66539,2,9,8,Medium,Bronze,85.24
492,18,Female,USA,34528,1,6,7,High,Silver,51.56
493,64,Male,Canada,84438,8,9,17,Low,Gold,100
494,51,Male,UK,30680,7,3,16,Medium,Bronze,73.15
495,49,Female,Canada,95841,8,7,3,Medium,Gold,100
496,65,Female,France,47377,3,6,18,Medium,Gold,85.68
497,42,Male,Germany,109376,7,5,19,High,Bronze,100
498,57,Female,UK,86884,7,6,19,High,Bronze,100
499,62,Male,Canada,64169,4,1,10,High,Silver,75.48
500,18,Female,Germany,94694,9,8,14,High,Bronze,100
501,33,Male,France,99837,5,7,14,High,Bronze,100
502,56,Female,Germany,101408,8,10,8,High,Silver,100
503,22,Male,Canada,68730,10,8,13,Medium,Bronze,100
504,39,Male,Canada,57063,5,1,7,Medium,Gold,72.03
505,46,Male,France,55344,2,7,11,Low,Bronze,80.75
506,20,Female,France,38384,2,5,20,Medium,Gold,54.07
507,29,Male,Germany,82159,10,4,5,Low,Silver,100
508,43,Male,Germany,68542,5,10,17,Low,Gold,100
509,33,Female,Canada,66097,4,7,19,Medium,Bronze,88.9
510,68,Female,France,111931,9,7,4,Low,Gold,100
511,54,Male,USA,55516,5,2,10,Low,Gold,75.67
512,39,Male,France,61928,2,1,4,Low,Bronze,53.73
513,46,Female,UK,70745,7,6,15,Medium,Gold,100
514,31,Female,UK,95750,9,3,6,High,Silver,99.62
515,45,Male,France,62445,1,5,17,High,Bronze,66.06
516,22,Male,Germany,104445,6,1,12,High,Bronze,77.29
517,64,Female,UK,106234,8,9,6,High,Gold,100
518,66,Male,Canada,109211,3,3,18,Low,Silver,93.78
519,47,Male,Canada,34416,4,5,1,High,Bronze,73.45
520,63,Male,Canada,109479,4,6,14,Low,Gold,99.43
521,69,Female,France,99374,6,1,4,High,Silver,72.05
522,22,Female,UK,46398,9,9,13,High,Silver,100
523,29,Male,Germany,55765,9,3,16,Low,Bronze,81.09
524,33,Male,Canada,101009,9,4,20,Low,Bronze,93.26
525,43,Male,Germany,62064,8,3,10,High,Silver,100
526,43,Female,Canada,37617,6,6,3,High,Gold,83.12
527,65,Male,France,96261,3,1,20,High,Gold,64.72
528,38,Female,Canada,70827,6,9,10,Low,Gold,100
529,56,Male,France,116093,6,2,17,Low,Silver,100
530,53,Female,UK,79890,4,2,15,Low,Gold,78.2
531,50,Male,UK,30207,10,4,6,Low,Bronze,92.15
532,47,Female,Germany,47298,4,1,5,High,Bronze,65.1
533,54,Female,Canada,52558,7,3,18,Low,Gold,76.54
534,40,Male,UK,30193,2,10,5,Low,Bronze,82.5
535,27,Female,USA,74911,2,6,5,Low,Silver,80.45
536,22,Male,USA,67572,9,1,5,Medium,Gold,74.17
537,53,Female,Germany,94993,4,5,4,Medium,Silver,94.11
538,51,Male,UK,99573,3,5,17,High,Silver,100
539,69,Female,France,52177,2,4,9,High,Bronze,60.27
540,48,Female,USA,72755,8,2,12,High,Bronze,100
541,27,Male,UK,55379,1,4,16,High,Gold,57.7
542,36,Female,France,61915,1,2,15,High,Silver,36.34
543,49,Male,Canada,57847,5,10,2,Medium,Silver,100
544,18,Male,UK,89049,8,3,9,Medium,Gold,87.98
545,22,Male,Canada,119839,10,1,2,High,Silver,95.11
546,62,Female,USA,92969,4,3,10,Medium,Silver,68.79
547,21,Female,Canada,33566,8,1,10,High,Gold,83.17
548,33,Female,USA,84315,9,8,8,Low,Silver,100
549,41,Male,Germany,37426,1,1,12,High,Bronze,42.34
550,33,Male,Germany,66859,5,1,11,High,Bronze,66.72
551,19,Female,USA,39269,6,10,6,Low,Silver,100
552,66,Male,France,56296,7,7,9,Low,Silver,100
553,45,Female,Germany,42939,10,2,3,Low,Gold,79.46
554,49,Female,France,113327,9,4,7,High,Bronze,100
555,44,Male,France,35306,3,1,8,High,Gold,46.39
556,37,Male,France,108279,3,6,12,Low,Gold,69.93
557,41,Male,UK,34092,8,3,5,High,Bronze,80.84
558,29,Male,UK,42446,2,3,14,Medium,Gold,45.05
559,67,Female,France,80654,10,9,17,Medium,Bronze,100
560,52,Male,USA,79176,6,7,17,High,Bronze,96.49
561,50,Male,Germany,75873,5,9,5,Medium,Gold,100
562,50,Male,Canada,85527,2,9,11,Low,Bronze,91.51
563,68,Female,UK,47927,2,9,1,Medium,Gold,83.16
564,60,Male,UK,44813,1,7,19,High,Bronze,72.27
565,54,Male,Canada,74637,2,4,9,High,Gold,78.23
566,29,Female,France,43944,2,5,10,High,Silver,67.04
567,20,Female,Canada,37002,6,6,17,Low,Bronze,74.5
568,18,Female,France,116434,2,10,15,High,Bronze,92.6
569,50,Male,UK,88859,3,10,10,High,Gold,100
570,57,Female,Canada,69948,4,8,1,Low,Gold,100
571,27,Female,USA,80964,10,2,14,High,Bronze,89.61
572,60,Male,Germany,43384,3,7,14,Medium,Bronze,79.3
573,61,Male,Germany,44487,1,5,17,Low,Silver,58.29
574,46,Female,Germany,77535,3,5,14,Low,Silver,79.37
575,30,Male,Canada,91696,10,7,4,Medium,Bronze,100
576,29,Male,France,30253,9,1,2,High,Silver,68.69
577,48,Female,UK,73778,6,1,16,Medium,Bronze,70.46
578,63,Male,Germany,51133,3,9,19,High,Silver,100
579,19,Male,Canada,54697,2,4,1,High,Gold,44.53
580,68,Female,Germany,39475,9,10,12,Medium,Gold,100
581,67,Female,France,40789,6,8,10,Low,Bronze,100
582,52,Male,USA,37982,10,10,10,Low,Bronze,100
583,40,Female,USA,68132,2,8,12,Medium,Bronze,70.11
584,34,Female,UK,68028,9,9,3,High,Bronze,100
585,43,Male,USA,108454,6,8,13,High,Bronze,100
586,25,Male,USA,32536,10,1,15,Low,Silver,75.48
587,46,Male,Canada,77988,2,4,2,Low,Silver,49.21
588,43,Female,Canada,94422,7,5,3,High,Bronze,100
589,27,Female,UK,101448,10,9,14,Medium,Bronze,100
590,43,Male,UK,108053,10,4,15,Low,Gold,100
591,51,Male,Canada,53397,2,8,1,Low,Gold,63.39
592,68,Male,USA,80341,7,10,3,High,Bronze,100
593,58,Male,France,115026,6,4,8,Low,Gold,92
594,24,Female,USA,35108,7,6,12,Low,Silver,88.73
595,21,Female,USA,63718,6,6,13,High,Gold,81.31
596,67,Female,France,79381,4,8,16,Low,Bronze,100
597,62,Female,UK,81625,1,7,9,Medium,Silver,91.21
598,28,Female,Canada,117643,10,3,11,Low,Bronze,88.88
599,46,Female,UK,70626,4,1,9,High,Bronze,66.14
600,53,Male,UK,108822,1,9,12,Low,Silver,99.48
601,42,Female,UK,72734,6,8,17,High,Bronze,100
602,38,Female,Canada,95257,5,8,16,Low,Silver,100
603,53,Female,UK,118295,4,6,8,High,Bronze,95.36
604,27,Female,UK,96462,8,2,20,Medium,Bronze,80.73
605,54,Male,Germany,49787,2,2,14,High,Gold,59.71
606,26,Male,USA,69901,7,8,15,High,Gold,100
607,41,Female,Germany,85193,6,6,8,Medium,Bronze,100
608,52,Male,Canada,70894,5,1,15,Medium,Gold,76.09
609,66,Male,France,117166,8,1,14,Low,Silver,94.6
610,52,Male,France,97422,1,4,11,Low,Gold,73.1
611,65,Male,Germany,34463,9,7,2,Medium,Silver,100
612,53,Female,Germany,105785,9,10,16,High,Gold,100
613,35,Female,Germany,78675,10,8,19,High,Gold,100
614,66,Female,USA,92361,8,10,3,High,Gold,100
615,56,Female,Canada,87524,9,4,8,High,Gold,100
616,49,Female,UK,37888,5,6,18,High,Silver,84.59
617,41,Male,Germany,40325,2,6,17,Low,Silver,85.04
618,40,Female,USA,75269,4,1,20,Medium,Bronze,84.25
619,49,Female,France,78436,2,10,4,High,Silver,100
620,54,Male,France,72150,2,4,10,Medium,Silver,71.95
621,29,Male,France,105068,5,3,12,Medium,Silver,79.04
622,66,Female,Germany,50531,1,6,1,Medium,Gold,66.26
623,30,Male,France,48627,10,3,3,Medium,Silver,92.25
624,40,Female,France,47096,10,7,9,Low,Silver,100
625,42,Male,France,79833,5,3,7,High,Bronze,74.12
626,52,Female,UK,100898,1,9,12,High,Bronze,91.01
627,58,Female,France,111247,3,4,14,High,Gold,91.83
628,47,Female,USA,63354,7,5,6,Low,Gold,90.33
629,34,Female,Germany,119266,8,8,16,Low,Gold,100
630,66,Male,UK,88754,1,9,15,Medium,Silver,100
631,37,Female,UK,85180,10,2,3,High,Silver,100
632,65,Female,Germany,46747,9,3,10,High,Gold,100
633,42,Female,France,56508,6,9,11,Medium,Bronze,100
634,39,Female,France,91816,9,7,5,High,Gold,100
635,30,Male,Canada,74604,10,2,9,Low,Silver,78.33
636,36,Male,France,118343,2,10,16,High,Silver,84.47
637,66,Female,USA,109507,2,5,13,Medium,Silver,96.99
638,53,Female,France,71686,6,4,6,Medium,Silver,75.4
639,29,Male,Germany,117529,1,1,13,Medium,Gold,46.5
640,58,Female,France,113040,2,10,9,Medium,Gold,100
641,36,Female,Germany,87933,5,8,11,Medium,Gold,100
642,29,Male,UK,52004,6,1,10,High,Bronze,59.74
643,26,Male,Canada,112848,5,9,8,Low,Bronze,100
644,24,Male,UK,115032,3,4,4,High,Bronze,80.2
645,45,Female,Germany,65777,6,4,13,High,Bronze,87.74
646,31,Female,Canada,77601,9,1,7,Medium,Bronze,76.06
647,48,Female,UK,56375,4,3,14,Low,Gold,77.49
648,69,Female,France,38066,3,3,12,High,Gold,54.43
649,36,Male,France,117287,10,8,5,Medium,Silver,100
650,64,Male,Canada,119664,7,7,6,Low,Silver,100
651,33,Male,UK,83844,8,6,12,Low,Gold,100
652,22,Male,USA,114088,8,6,15,High,Bronze,99.58
653,52,Female,USA,106231,10,8,6,Low,Silver,100
654,29,Female,USA,110769,9,4,13,High,Gold,89.48
655,42,Male,UK,103686,7,4,17,High,Bronze,100
656,69,Female,UK,67288,6,4,8,Medium,Silver,87.14
657,38,Male,UK,85732,5,5,12,Medium,Bronze,77.28
658,53,Male,Germany,56207,5,6,5,Low,Gold,74.1
659,40,Female,USA,76958,10,3,4,High,Gold,100
660,33,Female,USA,104158,1,6,7,Low,Silver,71.51
661,56,Female,USA,81888,7,5,1,Medium,Gold,83.63
662,62,Female,Germany,38029,6,10,17,Low,Gold,100
663,59,Female,Germany,106539,7,6,12,Low,Gold,100
664,56,Female,UK,68507,10,6,5,Medium,Silver,100
665,31,Female,USA,36681,9,1,8,Medium,Bronze,59.13
666,48,Female,USA,53215,9,10,12,Low,Bronze,100
667,22,Male,France,61873,2,2,13,High,Silver,44.95
668,52,Male,France,72421,3,10,20,High,Bronze,95.53
669,40,Female,France,96802,10,2,12,Low,Bronze,92.11
670,46,Female,Germany,47658,9,10,15,Low,Gold,100
671,60,Male,UK,98773,3,5,14,Medium,Gold,91.33
672,28,Male,Canada,78404,4,3,8,High,Gold,83.83
673,35,Male,USA,96593,5,1,10,High,Gold,79.77
674,64,Male,France,115782,10,5,9,Low,Silver,100
675,29,Female,USA,59517,6,6,6,Medium,Silver,74.23
676,26,Male,USA,53718,10,2,8,High,Bronze,80.85
677,27,Male,USA,90484,10,8,13,Medium,Bronze,100
678,61,Male,UK,105380,2,10,8,Medium,Gold,100
679,34,Male,USA,35420,6,5,19,Low,Gold,79.29
680,55,Female,UK,57454,3,3,2,Low,Silver,53.21
681,24,Male,Canada,64798,7,2,7,High,Gold,56.96
682,63,Female,Canada,62740,9,6,18,Medium,Silver,100
683,30,Female,Germany,92471,5,1,19,High,Silver,78.89
684,57,Female,USA,107597,8,8,16,Low,Silver,100
685,59,Female,France,98371,6,5,20,Medium,Gold,93
686,26,Female,Germany,58351,8,1,10,High,Bronze,75.73
687,67,Male,Germany,63692,4,9,9,Medium,Silver,91.88
688,44,Female,Canada,46566,7,7,12,High,Bronze,99.92
689,19,Male,France,72251,9,1,16,High,Bronze,73.82
690,22,Male,USA,85379,7,7,10,Medium,Silver,100
691,46,Female,USA,57157,2,3,12,Medium,Gold,57.51
692,54,Female,Canada,91165,5,2,17,Medium,Silver,85.67
693,55,Male,UK,49350,9,6,9,Low,Silver,99.72
694,36,Female,Canada,99932,1,10,16,High,Silver,88.55
695,25,Female,France,108873,4,3,20,High,Bronze,76.27
696,65,Female,UK,79258,9,9,3,Medium,Gold,100
697,62,Male,France,100427,9,3,19,Low,Bronze,100
698,18,Male,USA,61158,10,9,20,Low,Bronze,100
699,39,Female,UK,74228,5,4,4,High,Bronze,78.06
700,69,Female,France,98201,1,10,11,High,Bronze,100
701,34,Female,USA,73340,9,10,7,High,Gold,100
702,24,Male,France,42468,1,4,15,High,Silver,69.11
703,42,Female,UK,46557,10,10,20,High,Gold,100
704,62,Female,USA,104108,5,10,9,Low,Silver,100
705,21,Female,France,102013,3,2,10,High,Bronze,53.51
706,53,Female,Germany,36466,1,9,6,Medium,Silver,71.38
707,23,Male,UK,48932,4,5,17,Medium,Silver,80.73
708,48,Female,UK,84757,1,1,3,High,Gold,51.46
709,36,Female,UK,59218,10,9,10,Medium,Bronze,100
710,61,Male,USA,96474,1,9,17,High,Gold,100
711,56,Female,UK,116291,6,9,18,Low,Silver,100
712,44,Female,France,35744,7,2,13,Low,Gold,60.14
713,27,Male,Germany,99687,4,6,13,High,Bronze,100
714,43,Female,France,57755,7,4,1,Low,Silver,84.41
715,36,Male,France,32050,3,1,10,Low,Bronze,30.52
716,56,Female,UK,99514,10,8,3,Low,Gold,100
717,20,Female,Germany,85357,4,7,2,High,Silver,93.3
718,62,Female,Germany,88846,5,10,12,Low,Silver,100
719,30,Male,Germany,93161,3,8,14,High,Bronze,88.57
720,67,Female,Germany,32936,6,8,8,High,Silver,87.92
721,45,Male,Canada,51532,1,3,2,High,Silver,64.14
722,37,Male,Germany,78726,2,7,16,High,Silver,85.28
723,45,Male,UK,99397,7,10,18,High,Bronze,100
724,25,Male,Germany,60165,10,9,5,High,Silver,100
725,58,Male,France,80984,5,2,10,High,Bronze,91.38
726,56,Male,Canada,62877,5,3,9,High,Bronze,79.01
727,18,Female,France,110702,7,4,4,Low,Gold,100
728,20,Female,UK,32684,5,6,14,High,Silver,57.17
729,30,Female,UK,102101,10,9,4,Low,Bronze,100
730,45,Female,Germany,80543,10,9,17,High,Silver,100
731,66,Male,UK,44001,4,9,5,High,Bronze,100
732,42,Female,Canada,88728,7,6,6,High,Silver,100
733,50,Female,France,73398,10,6,12,Low,Silver,100
734,55,Male,UK,68807,7,10,3,High,Bronze,100
735,23,Female,UK,35118,5,8,10,Medium,Silver,94.55
736,61,Male,Canada,86561,8,5,8,High,Silver,100
737,62,Female,USA,31453,9,1,8,Medium,Gold,86.76
738,49,Female,USA,116477,5,1,2,Medium,Gold,84.88
739,62,Male,Canada,47218,1,10,20,Low,Gold,100
740,64,Female,UK,79510,4,10,5,Low,Gold,93.68
741,38,Female,Canada,54911,8,9,13,Medium,Bronze,100
742,33,Female,Canada,102853,10,5,19,High,Gold,100
743,38,Female,USA,39044,7,2,1,High,Silver,56.86
744,28,Male,Germany,119224,10,10,13,Low,Silver,100
745,54,Female,UK,59014,9,9,10,Medium,Gold,100
746,53,Male,France,111840,2,5,5,High,Bronze,77.25
747,52,Male,Canada,116911,3,7,18,Low,Gold,89.22
748,36,Female,USA,104609,8,3,12,Medium,Gold,91.33
749,37,Male,Germany,41245,7,3,3,Medium,Silver,77.83
750,35,Female,UK,59987,7,6,18,Medium,Bronze,100
751,64,Male,Canada,115230,9,1,7,Medium,Silver,87.06
752,58,Male,USA,101651,7,6,3,Medium,Gold,95.92
753,66,Male,Canada,54793,9,5,20,Medium,Silver,100
754,31,Male,France,67399,2,2,8,High,Silver,43.09
755,32,Female,UK,74968,9,8,6,Low,Gold,83.54
756,48,Female,UK,50842,5,8,17,Low,Bronze,100
757,18,Female,UK,35901,4,9,11,Low,Bronze,66.59
758,20,Female,UK,53258,4,3,18,Medium,Silver,55.11
759,33,Male,USA,72507,6,10,9,High,Silver,100
760,40,Female,France,84865,2,9,18,High,Silver,86.35
761,28,Female,Canada,49243,9,10,5,Low,Gold,100
762,29,Female,USA,56760,4,9,9,Low,Silver,89.54
763,27,Male,Germany,95089,3,2,2,Medium,Bronze,46.06
764,49,Male,UK,45455,6,2,5,High,Gold,63.57
765,33,Male,UK,82024,3,5,15,Medium,Silver,76.95
766,25,Male,Canada,93662,6,6,14,Medium,Silver,99.89
767,55,Male,UK,107015,1,1,1,High,Silver,53.9
768,29,Female,UK,104625,4,1,2,High,Bronze,64.06
769,41,Male,Canada,43692,6,6,7,High,Bronze,87.43
770,45,Female,France,95016,3,6,7,Low,Silver,75.61
771,25,Male,USA,54943,3,6,17,Medium,Bronze,67.42
772,45,Male,France,42525,7,8,8,High,Bronze,96.21
773,53,Male,Canada,87682,10,3,9,Low,Bronze,100
774,43,Male,UK,90654,7,2,12,High,Silver,91.63
775,25,Male,UK,81345,5,4,11,Medium,Gold,90.74
776,67,Male,France,78491,1,9,17,Low,Silver,69.91
777,45,Female,Germany,71025,8,1,7,Low,Gold,82.27
778,45,Male,USA,110056,3,6,12,High,Silver,99.73
779,54,Male,UK,100899,1,8,14,Low,Bronze,77.82
780,58,Female,Canada,55663,1,2,13,Medium,Bronze,69.75
781,53,Male,France,31751,9,4,1,High,Silver,85.99
782,44,Male,USA,63434,9,10,5,Low,Silver,100
783,34,Female,Germany,77606,8,4,5,Low,Gold,82.99
784,26,Female,UK,47716,4,4,10,High,Bronze,71.4
785,50,Male,France,31466,9,2,9,Medium,Bronze,85.04
786,37,Male,UK,43299,3,7,11,Low,Gold,61.83
787,30,Male,France,116645,3,6,12,Medium,Gold,76.13
788,45,Male,Germany,115532,8,8,20,Low,Gold,100
789,65,Male,Canada,86174,9,9,11,Low,Silver,100
790,46,Male,Canada,56695,2,3,11,High,Bronze,56.1
791,30,Female,USA,86052,6,4,2,Low,Silver,78.15
792,63,Female,UK,54798,3,6,17,Medium,Bronze,76.69
793,52,Female,UK,37393,2,3,8,Low,Bronze,68.5
794,23,Female,UK,48189,7,3,3,High,Gold,78.87
795,35,Male,Canada,62112,8,9,8,Low,Bronze,100
796,68,Female,USA,86596,4,3,19,Low,Gold,90.48
797,22,Male,Canada,103128,10,8,8,Low,Silver,100
798,64,Male,France,36272,4,3,20,High,Silver,66.5
799,42,Female,UK,66250,7,2,8,Medium,Bronze,71.01
800,19,Male,France,109361,9,3,16,High,Gold,91.83
801,27,Female,Germany,84079,8,6,19,Medium,Silver,100
802,47,Female,France,35493,1,3,3,Medium,Silver,39.71
803,67,Female,France,92186,1,3,20,Medium,Gold,64.81
804,62,Female,France,41189,5,3,19,Low,Silver,91.45
805,22,Female,Canada,95609,2,8,16,High,Bronze,94.24
806,50,Male,France,105165,9,9,10,Low,Silver,100
807,18,Female,UK,57102,8,5,18,High,Bronze,92.73
808,35,Male,USA,101138,8,3,19,Medium,Gold,100
809,49,Male,Germany,32287,2,6,4,Low,Gold,69.1
810,64,Male,UK,82380,2,1,7,High,Silver,56.94
811,66,Male,USA,70679,6,10,13,Low,Bronze,100
812,28,Female,UK,118362,4,4,2,High,Bronze,76.63
813,38,Male,France,110936,9,10,7,High,Silver,100
814,43,Female,Germany,104698,4,2,15,High,Gold,74.99
815,42,Male,UK,91143,8,7,11,Medium,Gold,100
816,39,Female,Germany,59016,6,5,6,High,Silver,96.73
817,44,Female,Canada,90406,4,1,20,High,Silver,63.62
818,66,Female,Canada,62194,7,1,17,High,Gold,83.85
819,30,Female,France,64229,4,7,5,High,Silver,100
820,50,Female,France,44893,1,6,15,High,Gold,79.83
821,51,Male,Canada,104624,10,4,9,High,Gold,100
822,58,Male,UK,107307,1,6,12,Low,Bronze,90.73
823,52,Male,USA,49322,8,10,1,Medium,Silver,100
824,18,Male,USA,119273,7,2,3,Medium,Gold,93.64
825,38,Female,Canada,34950,9,3,12,Low,Silver,71.61
826,65,Male,USA,53682,5,5,7,High,Bronze,96.97
827,23,Male,UK,117949,6,5,17,Low,Gold,100
828,45,Male,USA,63377,10,3,8,High,Silver,100
829,34,Male,USA,60998,8,4,18,Medium,Bronze,100
830,22,Male,Canada,57325,3,6,1,Low,Bronze,71.68
831,48,Female,Germany,85049,3,7,18,Medium,Bronze,94.38
832,22,Female,Germany,73011,10,8,6,Low,Gold,100
833,55,Male,UK,51961,10,2,7,High,Silver,86.33
834,20,Female,Germany,51335,10,9,1,High,Silver,100
835,40,Male,France,100871,1,9,8,High,Bronze,100
836,54,Female,Canada,79271,2,2,1,High,Bronze,56.91
837,54,Female,Germany,97854,2,7,20,Medium,Silver,97.73
838,27,Male,USA,78907,7,1,9,High,Bronze,59.62
839,27,Female,Germany,31152,8,6,18,Low,Bronze,74.89
840,36,Male,Canada,93337,1,3,16,High,Silver,80.75
841,34,Male,USA,116391,1,6,7,High,Gold,77.19
842,38,Female,USA,73912,5,3,5,High,Silver,74.01
843,31,Female,Canada,67178,1,7,1,High,Silver,59.7
844,26,Female,UK,113048,2,5,11,Medium,Bronze,93.88
845,63,Female,UK,43301,3,1,7,Medium,Bronze,43.88
846,18,Male,Canada,55374,1,1,11,Low,Bronze,20.11
847,68,Male,Canada,75108,9,7,1,Low,Gold,100
848,62,Male,Canada,32441,4,9,20,Low,Gold,87.43
849,30,Male,USA,39386,6,3,18,High,Bronze,82.64
850,21,Male,USA,65985,6,3,9,Medium,Bronze,45.78
851,18,Male,Canada,95090,3,6,13,High,Silver,78.34
852,66,Female,USA,113275,8,3,8,Medium,Gold,85.39
853,57,Male,France,83611,6,3,13,Medium,Bronze,91.38
854,49,Male,Canada,95621,6,3,20,Low,Gold,77.47
855,51,Female,USA,106234,1,7,2,High,Bronze,75.48
856,45,Female,UK,89181,7,3,1,High,Bronze,85.11
857,48,Male,Canada,31200,4,6,8,Medium,Silver,91.76
858,25,Male,Canada,53190,8,2,10,Low,Bronze,99.46
859,56,Female,Canada,110668,3,10,5,Low,Gold,100
860,43,Male,Germany,110088,4,9,14,High,Bronze,100
861,51,Female,Canada,32647,1,8,10,High,Gold,57.12
862,20,Female,UK,34666,1,9,7,Medium,Silver,63.36
863,67,Female,USA,82532,3,7,13,High,Silver,99.39
864,29,Male,Canada,107123,9,3,15,Medium,Bronze,78.01
865,18,Male,France,75412,6,3,2,Medium,Silver,83.83
866,61,Female,USA,105292,2,1,8,Medium,Bronze,55.11
867,22,Female,UK,68914,2,5,11,Medium,Silver,59.67
868,47,Male,Germany,97422,7,7,12,High,Gold,100
869,47,Male,UK,35486,5,1,1,Medium,Bronze,63.44
870,34,Male,Germany,74452,10,4,16,High,Gold,100
871,65,Female,USA,60782,3,2,6,High,Gold,63.4
872,64,Female,Germany,106054,4,4,16,Medium,Silver,100
873,40,Female,USA,30432,1,9,9,Medium,Gold,75.83
874,32,Male,UK,85004,3,6,11,Low,Bronze,62
875,54,Female,UK,91298,4,7,12,High,Silver,99.51
876,38,Female,Germany,109948,9,8,9,High,Silver,100
877,31,Female,France,43954,10,2,7,Low,Bronze,91.03
878,19,Male,UK,81605,5,1,11,Medium,Silver,58.64
879,28,Female,Germany,108192,8,5,2,Medium,Gold,100
880,68,Female,Canada,118308,5,1,20,Low,Bronze,91.35
881,56,Male,USA,111443,5,1,2,Low,Gold,54.5
882,55,Female,Canada,89785,8,5,18,High,Silver,100
883,51,Male,Canada,76199,3,10,1,Low,Gold,100
884,55,Male,Canada,106690,5,7,7,Low,Silver,100
885,67,Female,Germany,52343,5,3,20,Low,Bronze,79.65
886,51,Male,UK,45251,1,6,18,Medium,Bronze,72.76
887,35,Female,Canada,70925,3,9,7,Low,Bronze,77.91
888,47,Male,Germany,38570,4,5,6,Medium,Gold,78.88
889,32,Female,UK,90446,10,8,17,Medium,Gold,100
890,44,Male,USA,43778,6,6,15,Medium,Silver,97.72
891,68,Male,UK,113062,6,3,18,Low,Bronze,100
892,51,Male,UK,117117,5,6,15,Medium,Bronze,100
893,69,Female,Canada,58994,2,9,5,High,Silver,100
894,55,Female,Germany,105937,4,4,7,High,Bronze,100
895,50,Female,France,108811,5,1,5,High,Gold,67.64
896,41,Male,USA,37634,7,9,14,Medium,Bronze,100
897,32,Male,Germany,64598,6,8,12,High,Gold,97.54
898,47,Female,Canada,108041,2,5,7,Low,Gold,90.22
899,59,Female,Germany,86715,8,8,18,Medium,Silver,100
900,68,Male,France,32969,10,9,16,Low,Bronze,100
901,34,Male,USA,90226,10,3,4,High,Silver,94.8
902,22,Male,UK,81289,8,1,5,Medium,Bronze,83.26
903,46,Female,USA,71089,4,10,3,High,Silver,100
904,21,Male,France,84074,1,6,3,Low,Gold,68.33
905,27,Female,USA,88748,3,2,19,Medium,Silver,66.77
906,34,Male,USA,32098,9,8,18,High,Gold,100
907,27,Female,Canada,54955,6,1,17,High,Gold,70.36
908,34,Male,UK,38458,1,5,12,Low,Gold,63.85
909,37,Male,France,72783,3,4,1,High,Bronze,71.73
910,41,Female,Canada,78635,8,9,10,High,Bronze,100
911,22,Male,USA,43759,2,6,17,Low,Silver,61.83
912,51,Male,USA,105214,9,2,11,High,Gold,100
913,23,Male,Germany,71013,9,2,15,Low,Gold,77.44
914,19,Female,Canada,96853,4,5,3,Low,Bronze,90.14
915,30,Male,France,98231,4,2,19,Low,Gold,92.74
916,60,Female,France,107328,5,9,18,High,Silver,100
917,60,Male,France,111766,8,4,9,Medium,Bronze,100
918,65,Male,France,72322,4,8,7,High,Bronze,94.68
919,28,Female,USA,32428,9,3,9,High,Silver,66.72
920,68,Female,USA,103090,3,5,7,Low,Gold,76.47
921,64,Female,Canada,80600,9,8,5,Medium,Bronze,100
922,40,Female,UK,93344,1,3,6,High,Silver,46.5
923,33,Female,France,95224,8,8,12,High,Bronze,100
924,48,Female,USA,58468,7,8,3,High,Gold,100
925,28,Male,Canada,47005,10,6,9,Medium,Silver,100
926,33,Male,France,62096,8,10,13,High,Silver,100
927,25,Male,UK,39439,2,6,18,Medium,Gold,69.91
928,21,Male,France,110325,10,2,2,Medium,Gold,90.6
929,57,Female,Germany,111904,7,5,11,High,Gold,97.48
930,21,Male,France,81952,4,7,13,High,Silver,64.35
931,42,Male,Germany,44653,1,5,5,Medium,Gold,38.91
932,20,Male,UK,116970,3,2,17,Low,Gold,74.16
933,49,Female,Germany,70701,5,9,11,High,Silver,100
934,20,Female,UK,103424,4,9,5,Medium,Gold,84.73
935,44,Male,Canada,47277,8,2,6,High,Silver,79.72
936,46,Female,Germany,62082,2,3,11,Low,Gold,59.7
